id_interacao;cliente_id;canal;departamento;status;data_hora;payload_detalhes
INT-009001;CLI-84323;email;Suporte Tecnico;em_andamento;2026-10-16 23:44:49;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1275, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 16.29}"
INT-009002;CLI-20023;email;Comercial;resolvido;2026-12-11 04:15:54;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 2651, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 7, ""tempo_primeira_resposta_horas"": 17.82}"
INT-009003;CLI-33065;chat_site;Comercial;cancelado;2026-01-29 08:09:17;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.46.103"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 4}"
INT-009004;CLI-67250;chat_site;Financeiro;resolvido;2026-05-15 15:20:25;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.205.19"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 8}"
INT-009005;CLI-29623;telefone;Comercial;cancelado;2026-03-18 03:59:14;"{""duracao_chamada_seg"": 330, ""fila_espera_seg"": 246, ""protocolo"": ""7434482026"", ""satisfacao_pre_atendimento"": 4, ""transferencias"": 1}"
INT-009006;CLI-37217;whatsapp;Suporte Tecnico;em_andamento;2026-09-13 12:25:37;"{""numero_origem"": ""+55419956047576"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 23, ""satisfacao_pre_atendimento"": 6, ""versao_whatsapp_api"": ""v18.0""}"
INT-009007;CLI-49224;email;Suporte Tecnico;em_andamento;2026-03-31 14:22:12;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1441, ""anexos_quantidade"": 0, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 3.02}"
INT-009008;CLI-97022;chat_site;Financeiro;resolvido;2026-04-04 04:23:27;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.52.43"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 7}"
INT-009009;CLI-96285;chat_site;Comercial;pendente;2026-01-26 02:47:53;"{""browser"": ""Chrome"", ""ip_origem"": ""192.168.229.45"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 1}"
INT-009010;CLI-48177;chat_site;Financeiro;cancelado;2026-09-20 01:51:49;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.162.29"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-009011;CLI-61929;whatsapp;Ouvidoria;em_andamento;2026-06-27 01:37:44;"{""numero_origem"": ""+55219444085705"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 138, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-009012;CLI-96361;email;Comercial;em_andamento;2026-02-02 23:35:37;"{""dominio_email"": ""empresa.com.br"", ""tamanho_corpo_bytes"": 1345, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 10.85}"
INT-009013;CLI-51043;chat_site;Financeiro;cancelado;2026-01-30 09:33:57;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.232.175"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 9}"
INT-009014;CLI-72364;telefone;Suporte Tecnico;resolvido;2026-08-11 23:16:42;"{""duracao_chamada_seg"": 309, ""fila_espera_seg"": 68, ""protocolo"": ""1767982026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 2}"
INT-009015;CLI-70714;whatsapp;Ouvidoria;resolvido;2026-10-13 06:24:20;"{""numero_origem"": ""+55419700757278"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 87, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-009016;CLI-80724;email;Comercial;cancelado;2026-08-07 02:24:45;"{""dominio_email"": ""gmail.com"", ""tamanho_corpo_bytes"": 2672, ""anexos_quantidade"": 2, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 13.65}"
INT-009017;CLI-15291;whatsapp;Ouvidoria;pendente;2026-10-11 10:10:13;"{""numero_origem"": ""+55719702225456"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 76, ""satisfacao_pre_atendimento"": 8, ""versao_whatsapp_api"": ""v18.0""}"
INT-009018;CLI-98071;email;Ouvidoria;pendente;2026-10-30 01:48:53;"{""dominio_email"": ""outlook.com"", ""tamanho_corpo_bytes"": 3843, ""anexos_quantidade"": 1, ""satisfacao_pre_atendimento"": 6, ""tempo_primeira_resposta_horas"": 18.43}"
INT-009019;CLI-24367;whatsapp;Ouvidoria;em_andamento;2026-05-11 22:50:23;"{""numero_origem"": ""+55719893283805"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 42, ""satisfacao_pre_atendimento"": 10, ""versao_whatsapp_api"": ""v18.0""}"
INT-009020;CLI-69760;email;Suporte Tecnico;pendente;2026-04-01 19:25:00;"{""dominio_email"": ""yahoo.com"", ""tamanho_corpo_bytes"": 632, ""anexos_quantidade"": 3, ""satisfacao_pre_atendimento"": 5, ""tempo_primeira_resposta_horas"": 2.57}"
INT-009021;CLI-31470;whatsapp;Comercial;resolvido;2026-01-19 13:44:06;"{""numero_origem"": ""+55319667055624"", ""atendente_bot"": true, ""tempo_resposta_bot_seg"": 114, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-009022;CLI-90097;whatsapp;Ouvidoria;resolvido;2026-04-14 08:24:28;"{""numero_origem"": ""+55719274499824"", ""atendente_bot"": false, ""tempo_resposta_bot_seg"": 150, ""satisfacao_pre_atendimento"": 9, ""versao_whatsapp_api"": ""v18.0""}"
INT-009023;CLI-41449;telefone;Ouvidoria;em_andamento;2026-02-03 15:36:40;"{""duracao_chamada_seg"": 484, ""fila_espera_seg"": 45, ""protocolo"": ""9332592026"", ""satisfacao_pre_atendimento"": 2, ""transferencias"": 0}"
INT-009024;CLI-88106;telefone;Financeiro;resolvido;2026-11-10 09:46:13;"{""duracao_chamada_seg"": 682, ""fila_espera_seg"": 191, ""protocolo"": ""8298942026"", ""satisfacao_pre_atendimento"": 1, ""transferencias"": 0}"
INT-009025;CLI-75180;chat_site;Ouvidoria;cancelado;2026-05-01 08:47:41;"{""browser"": ""Safari"", ""ip_origem"": ""192.168.14.93"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 3}"
INT-009026;CLI-77883;chat_site;Financeiro;cancelado;2026-01-13 22:29:20;"{""browser"": ""Firefox"", ""ip_origem"": ""192.168.117.79"", ""pagina_origem"": ""/ajuda/faq"", ""satisfacao_pre_atendimento"": 2}"
INT-009027;CLI-14643;telefone;Comercial;em_andamento;2026-11-08 18:58:05;"{""duracao_chamada_seg"": 421, ""fila_espera_seg"": 179, ""protocolo"": ""2973472026"", ""satisfacao_pre_atendimento"": 3, ""transferencias"": 0}"
